,market,account_type,funnel,periods_for_acc_cal,changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,seasonality_mode,input_mode,weekday_or_weekend,include_holiday,covid_year_exclude,covid_year_dummy,anomaly_2021,generic_cost_split,competitor_cost_split,new_confirmed,Nov_Dec_2018,Jul_Dec_2019,power,growth,MAPE,period_AE
0,Mexico,-,Non_Brand,183,0.5,1.0,0.1,multiplicative,na,multiplicative,na,na,na,na,na,na,na,na,additive,na,linear,35.91,34.92
0,Mexico,-,Non_Brand,183,0.5,1.0,0.1,multiplicative,na,multiplicative,na,na,na,na,na,na,na,additive,na,na,linear,35.91,34.92
0,Mexico,-,Non_Brand,183,0.5,1.0,0.1,multiplicative,na,multiplicative,na,na,na,na,na,na,na,additive,additive,na,linear,35.91,34.92
0,Mexico,-,Non_Brand,183,0.5,1.0,0.1,multiplicative,na,multiplicative,default,na,na,na,na,na,na,na,additive,na,linear,35.91,34.92
0,Mexico,-,Non_Brand,183,0.5,1.0,0.1,multiplicative,na,multiplicative,default,na,na,na,na,na,na,additive,na,na,linear,35.91,34.92
0,Mexico,-,Non_Brand,183,0.5,1.0,0.1,multiplicative,na,multiplicative,default,na,na,na,na,na,na,additive,additive,na,linear,35.91,34.92
0,Mexico,-,Non_Brand,183,0.5,1.0,0.1,multiplicative,na,multiplicative,customized,na,na,na,na,na,na,na,additive,na,linear,35.91,34.92
0,Mexico,-,Non_Brand,183,0.5,1.0,0.1,multiplicative,na,multiplicative,customized,na,na,na,na,na,na,additive,na,na,linear,35.91,34.92
0,Mexico,-,Non_Brand,183,0.5,1.0,0.1,multiplicative,na,multiplicative,customized,na,na,na,na,na,na,additive,additive,na,linear,35.91,34.92
